provider,region_name,type,metro,country,latitude,longitude,zones
Microsoft Azure,,On Ramp,Milan,Italy,45.4789921,9.1026941,
Oracle Cloud,,On Ramp,Milan,Italy,45.4789921,9.1026941,
Google Cloud,,On Ramp,Turin,Italy,45.14702685128028,7.741727972469855,
Google Cloud,,On Ramp,Turin,Italy,45.14702685128028,7.741727972469855,
Amazon Web Services,,On Ramp,Osaka,Japan,34.6757188,135.493392,
Amazon Web Services,,On Ramp,Osaka,Japan,34.6757188,135.493392,
Google Cloud,,On Ramp,Osaka,Japan,34.6757188,135.493392,
Google Cloud,,On Ramp,Osaka,Japan,34.6757188,135.493392,
IBM Cloud,,On Ramp,Osaka,Japan,34.6757188,135.493392,
IBM Cloud,,On Ramp,Osaka,Japan,34.6757188,135.493392,
Microsoft Azure,,On Ramp,Osaka,Japan,34.6757188,135.493392,
Oracle Cloud,,On Ramp,Osaka,Japan,34.6757188,135.493392,
Alibaba Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Alibaba Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Amazon Web Services,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Amazon Web Services,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Amazon Web Services,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Google Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Google Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Google Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Google Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
IBM Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
IBM Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
IBM Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
IBM Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
IBM Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Microsoft Azure,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Microsoft Azure,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Microsoft Azure,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Oracle Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Oracle Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Tencent Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Tencent Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Tencent Cloud,,On Ramp,Tokyo,Japan,35.622100099999997,139.74998400000001,
Alibaba Cloud,,On Ramp,Kuala Lumpur,Malaysia,3.149439,101.705977,
Alibaba Cloud,,On Ramp,Kuala Lumpur,Malaysia,3.149439,101.705977,
Amazon Web Services,,On Ramp,Kuala Lumpur,Malaysia,3.149439,101.705977,
Amazon Web Services,,On Ramp,Kuala Lumpur,Malaysia,3.149439,101.705977,
Google Cloud,,On Ramp,Kuala Lumpur,Malaysia,3.149439,101.705977,
Google Cloud,,On Ramp,Kuala Lumpur,Malaysia,3.149439,101.705977,
Microsoft Azure,,On Ramp,Kuala Lumpur,Malaysia,3.149439,101.705977,
Huawei Cloud,,On Ramp,Ixtlahuaca,Mexico,19.568475,-99.766891,
Huawei Cloud,,On Ramp,Mexico City,Mexico,19.6268047,-99.1530786,
Huawei Cloud,,On Ramp,Mexico City,Mexico,19.6268047,-99.1530786,
Huawei Cloud,,On Ramp,Mexico City,Mexico,19.6268047,-99.1530786,
Oracle Cloud,,On Ramp,Monterrey,Mexico,25.738175,-100.203438,
Oracle Cloud,,On Ramp,Monterrey,Mexico,25.738175,-100.203438,
Amazon Web Services,,On Ramp,Santiago de QuerÃ©taro,Mexico,20.56734636065104,-100.2562442772873,
Amazon Web Services,,On Ramp,Santiago de QuerÃ©taro,Mexico,20.56734636065104,-100.2562442772873,
Google Cloud,,On Ramp,Santiago de QuerÃ©taro,Mexico,20.56734636065104,-100.2562442772873,
Google Cloud,,On Ramp,Santiago de QuerÃ©taro,Mexico,20.56734636065104,-100.2562442772873,
Microsoft Azure,,On Ramp,Santiago de QuerÃ©taro,Mexico,20.56734636065104,-100.2562442772873,
Oracle Cloud,,On Ramp,Santiago de QuerÃ©taro,Mexico,20.56734636065104,-100.2562442772873,
Amazon Web Services,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
Amazon Web Services,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
Google Cloud,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
Google Cloud,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
IBM Cloud,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
IBM Cloud,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
Microsoft Azure,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
Microsoft Azure,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
Oracle Cloud,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
Oracle Cloud,,On Ramp,Amsterdam,Netherlands,52.282169,4.767912,
Amazon Web Services,,On Ramp,Auckland,New Zealand,-36.750412,174.696070,
Google Cloud,,On Ramp,Auckland,New Zealand,-36.750412,174.696070,
Microsoft Azure,,On Ramp,Auckland,New Zealand,-36.750412,174.696070,
Amazon Web Services,,On Ramp,Lagos,Nigeria,6.5985919,3.368917,
Huawei Cloud,,On Ramp,Lagos,Nigeria,6.5985919,3.368917,
Amazon Web Services,,On Ramp,Oslo,Norway,59.92480028571552,10.809492013316284,
Google Cloud,,On Ramp,Oslo,Norway,59.92480028571552,10.809492013316284,
Microsoft Azure,,On Ramp,Oslo,Norway,59.92480028571552,10.809492013316284,
Microsoft Azure,,On Ramp,Stavanger,Norway,59.06867,5.75837,
Amazon Web Services,,On Ramp,Muscat,Oman,23.7268063,57.792209300000003,
Amazon Web Services,,On Ramp,Lima,Peru,-12.089054,-76.973144,
Huawei Cloud,,On Ramp,Lima,Peru,-12.089054,-76.973144,
Alibaba Cloud,,On Ramp,Manila,Philippines,14.571241,121.068983,
Amazon Web Services,,On Ramp,Manila,Philippines,14.571241,121.068983,
Google Cloud,,On Ramp,Manila,Philippines,14.571241,121.068983,
Google Cloud,,On Ramp,Manila,Philippines,14.571241,121.068983,
Huawei Cloud,,On Ramp,Manila,Philippines,14.571241,121.068983,
Huawei Cloud,,On Ramp,Manila,Philippines,14.571241,121.068983,
Amazon Web Services,,On Ramp,Warsaw,Poland,52.154805,21.002255,
Google Cloud,,On Ramp,Warsaw,Poland,52.154805,21.002255,
Google Cloud,,On Ramp,Warsaw,Poland,52.154805,21.002255,
Microsoft Azure,,On Ramp,Warsaw,Poland,52.154805,21.002255,
OVH,,On Ramp,Warsaw,Poland,52.154805,21.002255,
Amazon Web Services,,On Ramp,Lisbon,Portugal,38.78792,-9.1234920000000006,
Google Cloud,,On Ramp,Lisbon,Portugal,38.78792,-9.1234920000000006,
Google Cloud,,On Ramp,Doha,Qatar,25.198705,51.499240,
Google Cloud,,On Ramp,Doha,Qatar,25.198705,51.499240,
Microsoft Azure,,On Ramp,Doha,Qatar,25.198705,51.499240,
Microsoft Azure,,On Ramp,Doha,Qatar,25.198705,51.499240,
Google Cloud,,On Ramp,Bucharest,Romania,44.481675,26.120647,
Google Cloud,,On Ramp,Dammam,Saudi Arabia,29.5746,49.5224,
Google Cloud,,On Ramp,Dammam,Saudi Arabia,29.5746,49.5224,
Oracle Cloud,,On Ramp,Jeddah,Saudi Arabia,21.489565,39.225036,
Huawei Cloud,,On Ramp,Riyadh,Saudi Arabia,24.647325,46.714585,
Huawei Cloud,,On Ramp,Riyadh,Saudi Arabia,24.647325,46.714585,
Oracle Cloud,,On Ramp,Riyadh,Saudi Arabia,24.647325,46.714585,
Oracle Cloud,,On Ramp,Kragujevac,Serbia,44.0197475,20.9106071,
Alibaba Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Alibaba Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Alibaba Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Alibaba Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Amazon Web Services,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Amazon Web Services,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Google Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Google Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Huawei Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Huawei Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Huawei Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Huawei Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Huawei Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Huawei Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
IBM Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Microsoft Azure,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Microsoft Azure,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Oracle Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Oracle Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
OVH,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Tencent Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Tencent Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Tencent Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Tencent Cloud,,On Ramp,Singapore,Singapore,1.3210158,103.69519,
Amazon Web Services,,On Ramp,Cape Town,South Africa,-33.9700507,18.4622284,
Google Cloud,,On Ramp,Cape Town,South Africa,-33.9700507,18.4622284,
Microsoft Azure,,On Ramp,Cape Town,South Africa,-33.9700507,18.4622284,
Amazon Web Services,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Google Cloud,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Google Cloud,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Huawei Cloud,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Huawei Cloud,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Huawei Cloud,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Huawei Cloud,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Huawei Cloud,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Microsoft Azure,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Oracle Cloud,,On Ramp,Johannesburg,South Africa,-26.13778,28.19756,
Microsoft Azure,,On Ramp,Busan,South Korea,35.14073541638571,128.8603560769288,
Oracle Cloud,,On Ramp,Chuncheon,South Korea,37.846750,127.702003,
Alibaba Cloud,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Amazon Web Services,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Amazon Web Services,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Amazon Web Services,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Google Cloud,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Google Cloud,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Google Cloud,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Google Cloud,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Microsoft Azure,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Microsoft Azure,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Oracle Cloud,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Tencent Cloud,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Tencent Cloud,,On Ramp,Seoul,South Korea,37.3980211412823,126.96536102829921,
Google Cloud,,On Ramp,Barcelona,Spain,41.3517595,2.1369324000000001,
Amazon Web Services,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Amazon Web Services,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Google Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Google Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Google Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Google Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
IBM Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
IBM Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
IBM Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
IBM Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Microsoft Azure,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Microsoft Azure,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Oracle Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Oracle Cloud,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
OVH,,On Ramp,Madrid,Spain,40.4391411,-3.6214827,
Amazon Web Services,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Amazon Web Services,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Google Cloud,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Google Cloud,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Google Cloud,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Google Cloud,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Google Cloud,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Google Cloud,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Microsoft Azure,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Oracle Cloud,,On Ramp,Stockholm,Sweden,59.36286,17.95561,
Google Cloud,,On Ramp,Baden,Switzerland,47.447427,8.211379,
Google Cloud,,On Ramp,Baden,Switzerland,47.447427,8.211379,
Google Cloud,,On Ramp,Geneva,Switzerland,46.2079585,6.0982134,
Microsoft Azure,,On Ramp,Geneva,Switzerland,46.2079585,6.0982134,
Amazon Web Services,,On Ramp,ZÃ¼rich,Switzerland,47.431926,8.559344,
Amazon Web Services,,On Ramp,ZÃ¼rich,Switzerland,47.431926,8.559344,
Google Cloud,,On Ramp,ZÃ¼rich,Switzerland,47.431926,8.559344,
Google Cloud,,On Ramp,ZÃ¼rich,Switzerland,47.431926,8.559344,
Microsoft Azure,,On Ramp,ZÃ¼rich,Switzerland,47.431926,8.559344,
Microsoft Azure,,On Ramp,ZÃ¼rich,Switzerland,47.431926,8.559344,
Oracle Cloud,,On Ramp,ZÃ¼rich,Switzerland,47.431926,8.559344,
Google Cloud,,On Ramp,Hsinchu,Taiwan,24.829062418395086,121.01157573295465,
Amazon Web Services,,On Ramp,Taipei,Taiwan,25.073467,121.577519,
Amazon Web Services,,On Ramp,Taipei,Taiwan,25.073467,121.577519,
Google Cloud,,On Ramp,Taipei,Taiwan,25.073467,121.577519,
Google Cloud,,On Ramp,Taipei,Taiwan,25.073467,121.577519,
Google Cloud,,On Ramp,Taipei,Taiwan,25.073467,121.577519,
IBM Cloud,,On Ramp,Taipei,Taiwan,25.073467,121.577519,
Microsoft Azure,,On Ramp,Taipei,Taiwan,25.073467,121.577519,
Microsoft Azure,,On Ramp,Taipei,Taiwan,25.073467,121.577519,
Alibaba Cloud,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Amazon Web Services,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Amazon Web Services,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Google Cloud,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Google Cloud,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Huawei Cloud,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Huawei Cloud,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Microsoft Azure,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Tencent Cloud,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Tencent Cloud,,On Ramp,Bangkok,Thailand,13.726356,100.516125,
Amazon Web Services,,On Ramp,Istanbul,Turkey,41.0408,28.98618,
Huawei Cloud,,On Ramp,Istanbul,Turkey,41.0408,28.98618,
Huawei Cloud,,On Ramp,Istanbul,Turkey,41.0408,28.98618,
Microsoft Azure,,On Ramp,Abu Dhabi,United Arab Emirates,24.418585,54.621748,
Oracle Cloud,,On Ramp,Abu Dhabi,United Arab Emirates,24.418585,54.621748,
Alibaba Cloud,,On Ramp,Dubai,United Arab Emirates,25.0264285,55.1844334,
Alibaba Cloud,,On Ramp,Dubai,United Arab Emirates,25.0264285,55.1844334,
Amazon Web Services,,On Ramp,Dubai,United Arab Emirates,25.0264285,55.1844334,
Google Cloud,,On Ramp,Dubai,United Arab Emirates,25.0264285,55.1844334,
Microsoft Azure,,On Ramp,Dubai,United Arab Emirates,25.0264285,55.1844334,
Microsoft Azure,,On Ramp,Dubai,United Arab Emirates,25.0264285,55.1844334,
Oracle Cloud,,On Ramp,Dubai,United Arab Emirates,25.0264285,55.1844334,
Oracle Cloud,,On Ramp,Dubai,United Arab Emirates,25.0264285,55.1844334,
Amazon Web Services,,On Ramp,Fujairah,United Arab Emirates,25.130328,56.336567,
IBM Cloud,,On Ramp,Hemel Hempstead,United Kingdom,51.76131268451886,-0.4380702302109748,
Alibaba Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Alibaba Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Alibaba Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Alibaba Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Amazon Web Services,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Amazon Web Services,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Amazon Web Services,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Google Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Google Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Google Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
IBM Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
IBM Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
IBM Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
IBM Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Microsoft Azure,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Microsoft Azure,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Oracle Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Oracle Cloud,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
OVH,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
OVH,,On Ramp,London,United Kingdom,51.499762, -0.0107569,
Amazon Web Services,,On Ramp,Manchester,United Kingdom,53.4673783,-2.292725,
Google Cloud,,On Ramp,Manchester,United Kingdom,53.4673783,-2.292725,
Microsoft Azure,,On Ramp,Newport,United Kingdom,51.5529035,-3.0389071,
Oracle Cloud,,On Ramp,Newport,United Kingdom,51.5529035,-3.0389071,
Amazon Web Services,,On Ramp,Atlanta,United States,33.75561037354432,-84.39165115356445,
Amazon Web Services,,On Ramp,Atlanta,United States,33.75561037354432,-84.39165115356445,
Google Cloud,,On Ramp,Atlanta,United States,33.75561037354432,-84.39165115356445,
Google Cloud,,On Ramp,Atlanta,United States,33.75561037354432,-84.39165115356445,
Google Cloud,,On Ramp,Atlanta,United States,33.75561037354432,-84.39165115356445,
Microsoft Azure,,On Ramp,Atlanta,United States,33.75561037354432,-84.39165115356445,
Microsoft Azure,,On Ramp,Atlanta,United States,33.75561037354432,-84.39165115356445,
Google Cloud,,On Ramp,Austin,United States,30.206671,-97.698308,
Amazon Web Services,,On Ramp,Boston,United States,42.3544921,-71.0595237,
Google Cloud,,On Ramp,Boston,United States,42.3544921,-71.0595237,
Amazon Web Services,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Amazon Web Services,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Amazon Web Services,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Amazon Web Services,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Google Cloud,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Google Cloud,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Google Cloud,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Google Cloud,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Google Cloud,,On Ramp,Chicago,United States,41.8541674,-87.618531,
IBM Cloud,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Microsoft Azure,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Microsoft Azure,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Oracle Cloud,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Oracle Cloud,,On Ramp,Chicago,United States,41.8541674,-87.618531,
Amazon Web Services,,On Ramp,Columbus,United States,40.116569,-83.002043,
Google Cloud,,On Ramp,Columbus,United States,40.116569,-83.002043,
Amazon Web Services,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
Google Cloud,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
IBM Cloud,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
IBM Cloud,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
IBM Cloud,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
IBM Cloud,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
Microsoft Azure,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
Microsoft Azure,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
Oracle Cloud,,On Ramp,Dallas,United States,32.80098325000927,-96.81972026824951,
Amazon Web Services,,On Ramp,Denver,United States,39.74572161117953, -104.99559760093689,
Google Cloud,,On Ramp,Denver,United States,39.74572161117953, -104.99559760093689,
IBM Cloud,,On Ramp,Denver,United States,39.74572161117953, -104.99559760093689,
Microsoft Azure,,On Ramp,Denver,United States,39.74572161117953, -104.99559760093689,
Amazon Web Services,,On Ramp,Honolulu,United States,21.3345794,-158.0885753,
Amazon Web Services,,On Ramp,Houston,United States,29.841738,-95.561292,
Google Cloud,,On Ramp,Houston,United States,29.841738,-95.561292,
Amazon Web Services,,On Ramp,Kansas City,United States,39.1008326,-94.5810044,
Google Cloud,,On Ramp,Kansas City,United States,39.1008326,-94.5810044,
Amazon Web Services,,On Ramp,Las Vegas,United States,36.06003540497314,-115.21018863776774,
Amazon Web Services,,On Ramp,Las Vegas,United States,36.06003540497314,-115.21018863776774,
Google Cloud,,On Ramp,Las Vegas,United States,36.06003540497314,-115.21018863776774,
Microsoft Azure,,On Ramp,Las Vegas,United States,36.06003540497314,-115.21018863776774,
Amazon Web Services,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Amazon Web Services,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Amazon Web Services,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Google Cloud,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Google Cloud,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Google Cloud,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Google Cloud,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Google Cloud,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
IBM Cloud,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Microsoft Azure,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Microsoft Azure,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Oracle Cloud,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Oracle Cloud,,On Ramp,Los Angeles,United States,33.926077,-118.394123,
Amazon Web Services,,On Ramp,Miami,United States,25.78262624,-80.193069234,
Google Cloud,,On Ramp,Miami,United States,25.78262624,-80.193069234,
IBM Cloud,,On Ramp,Miami,United States,25.78262624,-80.193069234,
Microsoft Azure,,On Ramp,Miami,United States,25.78262624,-80.193069234,
Amazon Web Services,,On Ramp,Minneapolis,United States,44.9723813,-93.2556691,
Google Cloud,,On Ramp,Minneapolis,United States,44.9723813,-93.2556691,
Microsoft Azure,,On Ramp,Minneapolis,United States,44.9723813,-93.2556691,
Microsoft Azure,,On Ramp,Minneapolis,United States,44.9723813,-93.2556691,
Microsoft Azure,,On Ramp,Moses Lake,United States,47.254022,-119.820537,
Amazon Web Services,,On Ramp,New York,United States,40.736763,-74.173364,
Amazon Web Services,,On Ramp,New York,United States,40.736763,-74.173364,
Amazon Web Services,,On Ramp,New York,United States,40.736763,-74.173364,
Google Cloud,,On Ramp,New York,United States,40.736763,-74.173364,
Google Cloud,,On Ramp,New York,United States,40.736763,-74.173364,
Google Cloud,,On Ramp,New York,United States,40.736763,-74.173364,
Google Cloud,,On Ramp,New York,United States,40.736763,-74.173364,
IBM Cloud,,On Ramp,New York,United States,40.736763,-74.173364,
IBM Cloud,,On Ramp,New York,United States,40.736763,-74.173364,
Microsoft Azure,,On Ramp,New York,United States,40.736763,-74.173364,
Google Cloud,,On Ramp,Omaha,United States,41.257446,-95.940331,
Amazon Web Services,,On Ramp,Philadelphia,United States,39.959793,-75.161931,
Google Cloud,,On Ramp,Philadelphia,United States,39.959793,-75.161931,
Amazon Web Services,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Amazon Web Services,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Google Cloud,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Google Cloud,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Microsoft Azure,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Microsoft Azure,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Microsoft Azure,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Oracle Cloud,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Oracle Cloud,,On Ramp,Phoenix,United States,33.415954,-112.009214,
Amazon Web Services,,On Ramp,Portland,United States,45.5211838,-122.6807626,
Amazon Web Services,,On Ramp,Portland,United States,45.5211838,-122.6807626,
Google Cloud,,On Ramp,Portland,United States,45.5211838,-122.6807626,
Microsoft Azure,,On Ramp,Portland,United States,45.5211838,-122.6807626,
Google Cloud,,On Ramp,Salt Lake City,United States,40.586198,-111.969729,
Google Cloud,,On Ramp,Salt Lake City,United States,40.586198,-111.969729,
Google Cloud,,On Ramp,San Antonio,United States,29.466508,-98.688287,
Microsoft Azure,,On Ramp,San Antonio,United States,29.466508,-98.688287,
Alibaba Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Alibaba Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Amazon Web Services,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Amazon Web Services,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Amazon Web Services,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Google Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Google Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Google Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
Google Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
IBM Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
IBM Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
IBM Cloud,,On Ramp,San Francisco,United States,37.376468,-121.970447,
